t,pblack,entY,entU,entV,yavg,satavg,hueavg,scd,edge
0.0,0.0,0.52948,0.596155,0.587382,120.78,108.87,190.01,0.0,5.21505
2.0,0.0,0.539534,0.615916,0.605274,122.064,107.835,189.42,3.447,5.47198
4.0,0.0,0.523768,0.589081,0.581158,121.373,108.241,188.944,0.55,5.78507
6.0,0.0,0.553649,0.622137,0.611362,121.915,107.913,189.355,0.728,6.05687
8.0,0.0,0.529539,0.584041,0.580929,122.707,108.256,188.811,0.13,5.84752
10.0,0.0,0.556618,0.612731,0.608804,121.939,107.964,189.903,0.791,5.85427
12.0,0.0,0.529381,0.587607,0.592964,121.326,108.326,189.355,0.619,5.91986
14.0,0.0,0.546576,0.607683,0.602436,122.008,107.952,189.47,0.106,5.58264
16.0,0.0,0.52213,0.584026,0.579853,121.46,108.53,188.718,0.38,5.15092
18.0,0.0,0.550772,0.617431,0.606335,121.867,107.914,189.442,0.552,6.00425
20.0,0.0,0.527328,0.581333,0.577068,122.465,108.283,188.492,0.343,5.86668
22.0,0.0,0.551217,0.617279,0.609065,121.677,108.066,189.482,0.806,5.69491
24.0,0.0,0.52471,0.583647,0.584945,120.901,108.393,189.29,0.645,5.74106
26.0,0.0,0.547598,0.61873,0.61489,121.928,107.809,189.488,0.079,5.14788
28.0,98.0,0.056173,0.0,0.0,18.0506,0.0,180.0,37.474,3.02224
30.0,96.0,0.106602,0.0,0.0,20.3244,0.0,180.0,2.496,6.26184
32.0,94.0,0.167523,0.0,0.0,23.1204,0.0,180.0,1.918,9.95981
34.0,93.0,0.196472,0.0,0.0,24.5206,0.0,180.0,1.565,11.99
36.0,91.0,0.255324,0.0,0.0,27.3509,0.0,180.0,1.638,15.9138
38.0,91.0,0.257134,0.0,0.0,27.4561,0.0,180.0,1.11,15.6809
40.0,92.0,0.249385,0.0,0.0,26.1855,0.0,180.0,0.485,14.1006
42.0,93.0,0.197638,0.0,0.0,24.354,0.0,180.0,1.164,11.6395
44.0,94.0,0.173859,0.0,0.0,22.9555,0.0,180.0,1.176,9.43759
46.0,96.0,0.114635,0.0,0.0,20.1021,0.0,180.0,1.649,5.7553
48.0,98.0,0.073189,0.0,0.0,17.9601,0.0,180.0,1.914,3.0903
